Simulation,Description,Date_sd,Date_lockdown,Date,Mean,C_025,C_975
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-04-12,0.9674842411056569,0.9571005917159763,0.9750733137829912
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-04-13,0.9674912827196505,0.9570661896243292,0.9751098096632503
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-04-14,0.9675127286992369,0.9571428571428572,0.975103734439834
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-04-15,0.9674982905597059,0.9571823204419889,0.9750778816199377
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-04-16,0.9675275765127416,0.9572107765451664,0.9751634527983378
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-04-17,0.9675072080252989,0.957166392092257,0.975095785440613
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-04-18,0.9675119094514244,0.9571823204419889,0.975177304964539
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-04-19,0.9674801093768532,0.9571733478481054,0.975051975051975
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-04-20,0.9674817639874183,0.9570446735395189,0.9751243781094527
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-04-21,0.9675286299052579,0.9572072072072072,0.9751655629139073
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-04-22,0.967530145400406,0.9572301425661914,0.9751332149200711
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-04-23,0.9675091124222805,0.9572301425661914,0.9751131221719457
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-04-24,0.9675047099558314,0.9571428571428572,0.975103734439834
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-04-25,0.9674988077383564,0.9571428571428572,0.9751552795031055
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-04-26,0.9675415709657326,0.9571428571428572,0.9751693002257337
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-04-27,0.9674756642860861,0.9570200573065902,0.9751552795031055
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-04-28,0.9675233831159431,0.9570815450643777,0.9752066115702479
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-04-29,0.9675049606346235,0.9570548486756374,0.9751552795031055
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-04-30,0.9675241911605232,0.9571106094808126,0.9752066115702479
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-05-01,0.9674858116056138,0.9570957095709571,0.9751861042183623
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-05-02,0.9674827425340019,0.9571428571428572,0.975177304964539
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-05-03,0.9675078155075946,0.956989247311828,0.9752321981424149
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-05-04,0.9674915042700029,0.9570957095709571,0.9752321981424149
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-05-05,0.9675086727133976,0.9570957095709571,0.9752066115702479
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-05-06,0.9674942976967604,0.9570815450643777,0.9752066115702479
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-05-07,0.967514601813594,0.956989247311828,0.9753086419753086
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-05-08,0.9675007474685952,0.95703125,0.9752321981424149
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-05-09,0.9674895757287497,0.956989247311828,0.9753521126760564
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-05-10,0.9674889474854405,0.9568965517241379,0.9753521126760564
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-05-11,0.9674938393898951,0.9568965517241379,0.9753086419753086
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-05-12,0.9674948234322821,0.9569377990430622,0.9753521126760564
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-05-13,0.967529743764968,0.9570552147239264,0.9754601226993865
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-05-14,0.9674903087983153,0.9568965517241379,0.9754098360655737
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-05-15,0.9675007480996836,0.9568965517241379,0.9754901960784313
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-05-16,0.9675073806861973,0.9568620397799408,0.9755102040816327
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-05-17,0.9675129943069449,0.9567901234567902,0.975609756097561
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-05-18,0.9675031044758007,0.9567901234567902,0.9755102040816327
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-05-19,0.9675145879747415,0.9568345323741008,0.975609756097561
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-05-20,0.9674840567100533,0.9567567567567568,0.975609756097561
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-05-21,0.9675148464759284,0.9567901234567902,0.975609756097561
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-05-22,0.9674762716249512,0.9565217391304348,0.975609756097561
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-05-23,0.9675020739881354,0.9567901234567902,0.9757281553398058
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-05-24,0.9674960054108036,0.9565217391304348,0.9757575757575757
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-05-25,0.9674988847803422,0.9567901234567902,0.9758454106280193
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-05-26,0.9675082464945133,0.9565217391304348,0.9759036144578314
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-05-27,0.96749061885199406,0.9565217391304348,0.9759036144578314
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-05-28,0.9675223568554059,0.9565217391304348,0.9759036144578314
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-05-29,0.9674949376408277,0.9565217391304348,0.9759036144578314
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-05-30,0.9675222058863433,0.9565217391304348,0.976
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-05-31,0.967531219244382,0.9565217391304348,0.9761904761904762
Counterfactual history,Social distancing and lockdown 1 week earlier,2020-03-10,2020-03-17,2020-06-01,0.9674811193276343,0.9565217391304348,0.9763779527559056
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-03-02,1.95,1.95,1.95
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-03-03,1.2171797435897436,1.1282051282051282,1.3076923076923077
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-03-04,1.2169840295434762,1.1428571428571428,1.3111111111111111
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-03-05,1.2172136894488106,1.1403508771929824,1.3103448275862069
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-03-06,1.2170546177383155,1.140625,1.3098591549295775
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-03-07,1.192461353863864,1.05,1.2934782608695652
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-03-08,1.1195666488727847,1.0396039603960396,1.2524271844660195
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-03-09,1.079941518895718,1.0396039603960396,1.2166666666666666
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-03-10,1.0685630916986393,1.0396825396825398,1.0909090909090908
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-03-11,1.0685226326506765,1.0396825396825398,1.0903225806451613
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-03-12,1.0684754038211524,1.04,1.0903225806451613
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-03-13,1.0685276637713828,1.0396825396825398,1.0903614457831325
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-03-14,1.068549735007082,1.04,1.0903614457831325
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-03-15,1.0685377876109907,1.04,1.0903954802259888
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-03-16,1.0684939472974528,1.04,1.0903225806451613
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-03-17,1.068562378428552,1.04,1.0904255319148937
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-03-18,1.0685165791978894,1.04,1.0901960784313725
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-03-19,1.0685258825676578,1.04,1.0902255639097744
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-03-20,1.0685070738900084,1.0401785714285714,1.0901639344262295
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-03-21,0.9990370493762536,0.9632107023411371,1.0681818181818181
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-03-22,0.9990132771680076,0.9631147540983607,1.068062827225131
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-03-23,0.9989922606209236,0.9631147540983607,1.0681818181818181
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-03-24,0.985283616248035,0.9606986899563319,1.0604651162790697
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-03-25,0.9674845709483265,0.9568965517241379,0.9754098360655737
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-03-26,0.9675271562755555,0.95703125,0.9754098360655737
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-03-27,0.9675053743349294,0.956989247311828,0.9754098360655737
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-03-28,0.9674908633450244,0.9569377990430622,0.9754098360655737
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-03-29,0.9674869643674546,0.9568965517241379,0.9754901960784313
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-03-30,0.9675083467296651,0.956989247311828,0.9754906962785113
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-03-31,0.9675011868890466,0.9569377990430622,0.975609756097561
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-04-01,0.9675067589273774,0.9567901234567902,0.975609756097561
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-04-02,0.9675220712979875,0.9567901234567902,0.975609756097561
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-04-03,0.96749017335442,0.9567901234567902,0.975609756097561
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-04-04,0.967484574325959,0.9567567567567568,0.975609756097561
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-04-05,0.9674882550246925,0.9567567567567568,0.9757575757575757
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-04-06,0.9674831544204794,0.9567901234567902,0.9759036144578314
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-04-07,0.9675216878610045,0.9567901234567902,0.9759036144578314
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-04-08,0.9674809973726063,0.9567567567567568,0.9759036144578314
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-04-09,0.9674792824226056,0.9565217391304348,0.9757575757575757
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-04-10,0.9674973500467259,0.9565217391304348,0.9758064516129032
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-04-11,0.9674925676218906,0.9565217391304348,0.9758064516129032
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-04-12,0.9674753319873173,0.9565217391304348,0.976
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-04-13,0.9674840291905122,0.9565217391304348,0.9763779527559056
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-04-14,0.9675020693069044,0.9562043795620438,0.9765625
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-04-15,0.9675271355697443,0.9562043795620438,0.9763779527559056
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-04-16,0.9674780373514772,0.9562043795620438,0.9763779527559056
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-04-17,0.9674746039295584,0.956140350877193,0.9763779527559056
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-04-18,0.9674928664705069,0.9560439560439561,0.9761904761904762
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-04-19,0.967506120549684,0.9560439560439561,0.9761904761904762
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-04-20,0.9675489528720574,0.9560439560439561,0.9764705882352941
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-04-21,0.9675515617514869,0.9555555555555556,0.9767441860465116
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-04-22,0.9675779142620629,0.9555555555555556,0.9770114942528736
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-04-23,0.9675695953804234,0.9555555555555556,0.9775280898876404
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-04-24,0.9675194346060563,0.9555555555555556,0.9775280898876404
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-04-25,0.9674213237742918,0.9558823529411765,0.9777777777777777
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-04-26,0.9673387891723098,0.9555555555555556,0.9775280898876404
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-04-27,0.9673255951474864,0.9555555555555556,0.9775280898876404
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-04-28,0.9673177812445258,0.9552238805970149,0.9772727272727273
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-04-29,0.9674038700257576,0.9545454545454546,0.9770114942528736
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-04-30,0.9675554255316239,0.9545454545454546,0.9770114942528736
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-05-01,0.9677555368620707,0.9538461538461539,0.9767441860465116
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-05-02,0.9679154991139901,0.9538461538461539,0.9764705882352941
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-05-03,0.9680244895421051,0.9538461538461539,0.9767441860465116
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-05-04,0.9680502099369233,0.9545454545454546,0.9791666666666666
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-05-05,0.9679002634026149,0.9545454545454546,0.9795918367346939
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-05-06,0.9677256908760035,0.9552238805970149,0.98
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-05-07,0.9673963915374689,0.9545454545454546,0.9803921568627451
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-05-08,0.9670224812107252,0.9545454545454546,0.9803921568627451
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-05-09,0.9667071094057864,0.9534883720930233,0.9807692307692307
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-05-10,0.9664097949328471,0.9523809523809523,0.9811320754716981
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-05-11,0.9662714868207597,0.9523809523809523,0.9811320754716981
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-05-12,0.9663089758907688,0.9512195121951219,0.9811320754716981
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-05-13,0.9665455612965274,0.95,0.9811320754716981
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-05-14,0.9670061879390411,0.95,0.9807692307692307
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-05-15,0.9676180331921531,0.9487179487179487,0.9807692307692307
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-05-16,0.9684827292601286,0.9487179487179487,0.9803921568627451
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-05-17,0.9693418705780158,0.9487179487179487,0.98
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-05-18,0.9700639343171304,0.95,0.9795918367346939
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-05-19,0.9707043399175507,0.95,0.9791666666666666
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-05-20,0.9711649197341751,0.9523809523809523,0.9787234042553191
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-05-21,0.9713643247437829,0.9523809523809523,0.9782608695652174
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-05-22,0.9712658295507686,0.9534883720930233,0.9777777777777777
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-05-23,0.970942635099301,0.9545454545454546,0.9772727272727273
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-05-24,0.9704330083494023,0.9555555555555556,0.9767441860465116
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-05-25,0.9697744609798984,0.9555555555555556,0.9761904761904762
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-05-26,0.9689574522523319,0.9545454545454546,0.975609756097561
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-05-27,0.9680543725474109,0.9523809523809523,0.975
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-05-28,0.9670624956137361,0.95,0.9743589743589743
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-05-29,0.9660436407420163,0.95,0.9743589743589743
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-05-30,0.9649651930872656,0.9473684210526315,0.9736842105263158
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-05-31,0.9639040841432723,0.9444444444444444,0.972972972972973
Counterfactual history,Social distancing and lockdown 2 weeks earlier,2020-03-03,2020-03-10,2020-06-01,0.9628374878950571,0.9411764705882353,0.972972972972973
